age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,583,1,5,1,success,-1.8,93.075,-47.1,1.41,5099.1,yes
34,admin.,single,high.school,no,no,no,cellular,nov,wed,347,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
44,unknown,married,high.school,unknown,no,no,cellular,jul,tue,153,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
54,technician,divorced,professional.course,no,yes,yes,cellular,jul,tue,797,14,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
27,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,191,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
59,admin.,married,university.degree,no,yes,no,telephone,may,fri,191,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
47,blue-collar,single,unknown,unknown,yes,no,cellular,jul,tue,213,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
46,admin.,married,university.degree,no,yes,no,telephone,jun,mon,502,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
40,services,married,unknown,unknown,no,no,cellular,apr,mon,294,1,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no
58,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,thu,158,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
34,technician,married,professional.course,no,no,no,cellular,aug,mon,126,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
25,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,244,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
36,admin.,single,university.degree,no,yes,yes,cellular,jun,wed,1407,1,999,0,nonexistent,-1.7,94.055,-39.8,0.739,4991.6,yes
53,technician,divorced,high.school,no,yes,no,cellular,jul,tue,201,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,technician,married,university.degree,no,yes,no,cellular,nov,mon,105,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
47,admin.,single,unknown,unknown,no,no,telephone,may,thu,127,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
38,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,117,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
32,admin.,single,high.school,no,no,no,cellular,jul,thu,147,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
31,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,fri,241,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
19,student,single,unknown,no,unknown,unknown,cellular,apr,mon,213,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
43,services,married,high.school,no,yes,no,telephone,may,mon,241,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
52,management,divorced,university.degree,no,yes,no,cellular,nov,mon,89,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
51,admin.,divorced,university.degree,no,no,no,cellular,aug,fri,88,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
31,blue-collar,single,high.school,no,yes,no,cellular,jul,tue,101,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,student,single,unknown,no,no,no,cellular,jun,tue,205,3,999,0,nonexistent,-2.9,92.963,-40.8,1.206,5076.2,no
31,admin.,divorced,high.school,no,no,no,telephone,may,mon,246,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
52,unemployed,divorced,high.school,no,no,no,cellular,aug,tue,96,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
49,technician,married,professional.course,no,yes,yes,telephone,jul,mon,70,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
49,entrepreneur,married,university.degree,no,no,yes,cellular,apr,mon,281,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
47,admin.,divorced,university.degree,unknown,no,no,cellular,nov,mon,213,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
50,admin.,married,basic.9y,no,yes,yes,telephone,may,tue,112,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
62,admin.,married,university.degree,no,yes,no,cellular,aug,fri,116,1,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,yes
38,management,married,basic.9y,unknown,no,no,telephone,may,fri,772,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes
35,admin.,single,high.school,no,yes,no,telephone,may,tue,78,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,47,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
36,admin.,married,university.degree,unknown,no,no,cellular,jul,fri,135,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
40,services,married,basic.6y,no,no,no,cellular,jul,mon,247,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,blue-collar,married,professional.course,no,no,no,telephone,may,thu,1119,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes
57,retired,married,basic.9y,no,no,no,cellular,aug,tue,22,27,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46,admin.,single,university.degree,no,no,yes,cellular,may,mon,11,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
33,technician,married,high.school,no,yes,no,cellular,aug,wed,129,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
50,admin.,married,university.degree,no,no,no,cellular,nov,mon,58,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
31,admin.,married,high.school,no,yes,no,cellular,may,wed,14,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
34,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,20,8,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
32,technician,single,university.degree,no,no,no,telephone,may,fri,195,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
31,management,single,university.degree,no,yes,no,telephone,jun,tue,214,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
31,services,single,high.school,unknown,yes,no,telephone,may,thu,102,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
28,self-employed,single,university.degree,no,unknown,unknown,cellular,aug,wed,227,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
40,blue-collar,married,high.school,no,no,no,cellular,apr,tue,245,8,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
40,blue-collar,married,high.school,no,no,no,telephone,may,wed,1028,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
46,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,wed,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
42,self-employed,divorced,professional.course,no,yes,no,cellular,nov,tue,491,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
37,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,191,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
51,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,wed,337,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
41,services,married,high.school,no,no,no,cellular,mar,wed,377,6,999,0,nonexistent,-1.8,92.843,-50.0,1.778,5099.1,yes
58,retired,married,professional.course,unknown,no,no,telephone,nov,fri,28,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
77,retired,divorced,unknown,no,yes,no,cellular,mar,tue,178,1,999,0,nonexistent,-1.8,92.843,-50.0,1.614,5099.1,yes
51,entrepreneur,married,professional.course,unknown,no,no,cellular,may,mon,295,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
35,admin.,married,high.school,unknown,no,no,cellular,jul,fri,114,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
35,self-employed,married,university.degree,no,no,no,cellular,jul,thu,109,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
33,self-employed,single,university.degree,no,no,no,telephone,may,thu,365,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
48,blue-collar,married,basic.9y,no,no,yes,cellular,may,fri,56,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
25,housemaid,single,basic.9y,no,no,no,telephone,may,fri,130,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
39,entrepreneur,single,university.degree,no,yes,no,telephone,jun,wed,58,1,999,0,nonexistent,-1.7,94.055,-39.8,0.727,4991.6,no
30,blue-collar,married,basic.6y,no,yes,yes,cellular,nov,thu,195,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no
59,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,64,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
33,blue-collar,single,basic.4y,no,yes,no,cellular,apr,mon,108,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
35,admin.,divorced,university.degree,no,yes,no,telephone,jun,wed,399,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
43,admin.,married,basic.4y,no,yes,yes,telephone,jul,thu,119,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
45,self-employed,married,basic.6y,no,yes,no,cellular,aug,wed,100,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
38,technician,married,professional.course,no,yes,no,telephone,may,tue,233,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
53,unemployed,married,basic.6y,unknown,yes,no,cellular,jul,mon,131,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,unknown,married,university.degree,no,yes,no,cellular,aug,mon,183,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
53,services,married,high.school,no,yes,no,telephone,may,wed,413,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,67,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
44,blue-collar,married,unknown,unknown,yes,no,telephone,may,tue,336,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29,admin.,single,high.school,no,no,no,cellular,aug,thu,103,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39,blue-collar,married,unknown,unknown,no,no,telephone,jul,wed,218,2,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
29,admin.,single,professional.course,no,no,no,cellular,apr,thu,427,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
23,admin.,single,high.school,no,no,no,cellular,may,mon,16,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
38,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,161,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
33,blue-collar,divorced,basic.4y,no,no,no,cellular,may,wed,86,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
37,management,married,university.degree,no,no,no,cellular,apr,mon,352,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
40,unemployed,divorced,high.school,no,no,yes,telephone,jun,thu,243,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
32,admin.,single,university.degree,no,no,no,telephone,may,mon,409,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
46,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,1357,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
44,blue-collar,single,basic.6y,no,no,yes,telephone,may,tue,73,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
39,management,married,university.degree,no,no,no,telephone,apr,tue,325,1,999,2,failure,-1.8,93.749,-34.6,0.646,5008.7,yes
76,management,married,unknown,no,no,no,cellular,sep,fri,113,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,no
43,services,divorced,high.school,unknown,yes,no,cellular,apr,thu,303,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no
45,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,924,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
35,services,single,high.school,no,yes,yes,cellular,may,fri,94,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
50,blue-collar,single,basic.4y,no,yes,no,telephone,may,mon,306,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34,technician,married,professional.course,no,yes,yes,telephone,may,fri,224,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
51,blue-collar,married,basic.9y,unknown,no,no,cellular,may,fri,830,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,yes
51,admin.,married,basic.9y,unknown,yes,no,telephone,jun,fri,114,7,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
36,admin.,married,university.degree,no,no,yes,cellular,jul,wed,153,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,technician,married,professional.course,no,yes,no,cellular,aug,thu,291,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
52,management,married,university.degree,no,yes,yes,cellular,nov,mon,172,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
30,technician,divorced,professional.course,no,yes,no,telephone,may,thu,366,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
36,technician,married,professional.course,no,no,no,telephone,jun,mon,183,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
25,admin.,single,high.school,no,no,no,cellular,jul,thu,449,2,999,0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,yes
34,technician,single,professional.course,unknown,yes,no,telephone,jul,fri,225,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
31,management,single,high.school,no,no,no,telephone,may,mon,114,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,admin.,married,university.degree,no,yes,no,cellular,may,mon,188,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
24,admin.,single,professional.course,no,no,no,cellular,apr,mon,267,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
25,admin.,single,high.school,no,yes,no,cellular,jul,wed,202,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
50,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,1285,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
26,technician,single,university.degree,no,yes,yes,cellular,jul,tue,105,2,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,no
36,blue-collar,married,high.school,unknown,yes,no,telephone,may,mon,23,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
53,blue-collar,married,basic.6y,no,yes,yes,cellular,jul,tue,101,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
37,admin.,married,high.school,no,yes,no,telephone,jul,thu,29,14,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
57,services,divorced,high.school,unknown,no,yes,telephone,may,thu,185,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
38,admin.,single,university.degree,no,yes,yes,cellular,jul,thu,513,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,technician,single,university.degree,no,yes,no,cellular,jul,mon,118,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37,technician,single,professional.course,no,no,no,telephone,may,thu,322,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
57,housemaid,divorced,basic.4y,no,yes,no,telephone,may,mon,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
34,services,married,high.school,no,yes,no,cellular,may,fri,320,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
42,admin.,married,university.degree,no,no,no,cellular,jun,thu,160,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
32,services,married,high.school,no,no,no,cellular,aug,wed,55,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
26,technician,single,professional.course,no,unknown,unknown,cellular,jul,wed,578,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
53,admin.,married,high.school,unknown,no,no,cellular,jul,thu,61,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
34,blue-collar,married,basic.9y,no,no,yes,cellular,may,wed,439,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
58,technician,divorced,basic.9y,no,no,no,cellular,nov,thu,178,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
48,technician,married,university.degree,no,yes,no,cellular,aug,tue,64,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
55,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,mon,354,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
50,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,80,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
31,admin.,single,high.school,no,no,no,cellular,jun,wed,137,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
44,self-employed,single,professional.course,no,no,no,cellular,may,mon,230,6,12,1,success,-1.8,92.893,-46.2,1.354,5099.1,no
28,management,married,university.degree,no,yes,no,telephone,jun,wed,695,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
32,admin.,single,university.degree,unknown,yes,yes,cellular,aug,mon,128,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
51,unemployed,married,basic.4y,unknown,yes,no,telephone,may,thu,249,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,230,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
36,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,911,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
55,self-employed,married,basic.9y,no,yes,no,cellular,may,tue,604,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
36,management,married,high.school,unknown,yes,no,cellular,nov,thu,371,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
42,admin.,married,high.school,no,yes,no,cellular,nov,mon,131,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
52,technician,single,professional.course,no,yes,no,cellular,aug,thu,365,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
56,admin.,married,basic.6y,no,yes,no,cellular,aug,mon,240,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
53,technician,married,professional.course,unknown,no,no,telephone,jun,fri,421,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
36,admin.,married,high.school,no,no,no,telephone,may,thu,263,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
40,management,married,basic.9y,no,yes,yes,telephone,jun,fri,162,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
44,admin.,married,university.degree,no,no,no,cellular,aug,mon,56,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,admin.,married,university.degree,no,no,no,telephone,may,mon,128,2,999,0,nonexistent,-1.8,93.876,-40.0,0.682,5008.7,no
29,blue-collar,married,high.school,no,yes,no,telephone,jul,wed,42,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
35,services,single,high.school,no,no,no,cellular,may,wed,234,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
45,blue-collar,single,basic.9y,no,yes,yes,telephone,may,tue,347,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,admin.,single,university.degree,unknown,yes,no,cellular,aug,mon,129,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
30,unemployed,single,high.school,no,yes,no,cellular,sep,tue,75,1,999,1,failure,-3.4,92.379,-29.8,0.75,5017.5,no
32,blue-collar,single,high.school,no,no,no,telephone,jul,tue,480,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
40,self-employed,married,basic.4y,unknown,no,no,telephone,may,mon,58,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,admin.,married,high.school,no,no,no,cellular,apr,thu,113,2,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,no
43,retired,married,basic.9y,no,yes,no,cellular,jul,tue,284,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
37,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,jul,thu,194,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,admin.,married,high.school,unknown,yes,no,telephone,jun,mon,96,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
56,management,married,university.degree,no,yes,no,cellular,jul,thu,122,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
47,technician,married,professional.course,no,no,no,telephone,may,tue,79,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
50,technician,single,university.degree,no,yes,no,cellular,aug,thu,178,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,services,single,unknown,no,yes,yes,telephone,jun,wed,116,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
30,student,single,professional.course,no,yes,no,cellular,jul,wed,334,4,999,2,failure,-1.7,94.215,-40.3,0.84,4991.6,yes
55,admin.,married,high.school,no,yes,no,cellular,apr,wed,140,3,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,no
26,self-employed,married,university.degree,no,no,no,telephone,may,thu,13,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
52,technician,married,professional.course,no,no,yes,cellular,jul,fri,163,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,services,single,high.school,no,yes,no,cellular,may,mon,36,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
45,management,married,high.school,unknown,no,no,cellular,aug,wed,110,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
34,admin.,married,university.degree,no,no,no,telephone,may,tue,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31,services,single,high.school,no,no,no,cellular,jul,thu,10,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
